image_path,question,answer
90/90f80ac6.jpg,What is the case's brand?,Solimo
90/90f80ac6.jpg,What is the primary color?,Multicolor
90/90f80ac6.jpg,What is the material?,Silicone
90/90f80ac6.jpg,What is the item shape?,Rectangular
90/90f80ac6.jpg,What is the pattern?,Hearts
90/90f80ac6.jpg,What is the model name?,Honor
90/90f80ac6.jpg,What is the product type?,Case
2f/2f357c87.jpg,What is the case's color?,Multicolor
2f/2f357c87.jpg,What is the primary material?,Silicone
2f/2f357c87.jpg,What is the phone brand?,Solimo
2f/2f357c87.jpg,What is the product type?,Case
2f/2f357c87.jpg,What is the phone model?,Honor
2f/2f357c87.jpg,What is the cover pattern?,Heart
85/85192c70.jpg,What brand is this?,Solimo
85/85192c70.jpg,What is the case color?,Multicolor
85/85192c70.jpg,What is the case material?,Silicone
85/85192c70.jpg,What phone is it for?,Honor
85/85192c70.jpg,What is the cover's type?,Case
85/85192c70.jpg,What is the design?,Heart
85/85192c70.jpg,Are the sides transparent?,Yes
85/85192c70.jpg,What is the pattern?,Printed
1b/1b07c5d4.jpg,What is the brand?,Solimo
1b/1b07c5d4.jpg,What is the case color?,Multicolor
1b/1b07c5d4.jpg,What is the material?,Silicon
1b/1b07c5d4.jpg,What is the phone model?,Lenovo
1b/1b07c5d4.jpg,What is the product type?,Case
1b/1b07c5d4.jpg,What is the pattern?,Lion
2f/2f357c87.jpg,What is the brand?,Solimo
2f/2f357c87.jpg,What is the case color?,Multicolor
2f/2f357c87.jpg,What is the case material?,Silicon
2f/2f357c87.jpg,What is the phone brand?,Lenovo
2f/2f357c87.jpg,What is the product type?,Case
2f/2f357c87.jpg,What is the case pattern?,Butterflies
85/85192c70.jpg,What is the case material?,Silicon
85/85192c70.jpg,What is the cover's color?,Multicolor
85/85192c70.jpg,What is the phone brand?,Solimo
85/85192c70.jpg,What is the model name?,A6600
85/85192c70.jpg,What is the case pattern?,Lion
85/85192c70.jpg,Is the case flexible?,Yes
85/85192c70.jpg,What is the case type?,Back
85/85192c70.jpg,Are the sides transparent?,Yes
92/92e19da1.jpg,What is the brand?,206
92/92e19da1.jpg,What is the color?,Beige
92/92e19da1.jpg,What is the product type?,Shoes
92/92e19da1.jpg,What is the style?,Slide
92/92e19da1.jpg,What is the fabric?,Suede
92/92e19da1.jpg,Is it indoor?,Yes
3b/3bd48990.jpg,What is the brand?,206
3b/3bd48990.jpg,What is the shoe's color?,Beige
3b/3bd48990.jpg,What is the product type?,Shoes
3b/3bd48990.jpg,What is the slipper's style?,Slide
3b/3bd48990.jpg,What is the material?,Suede
3b/3bd48990.jpg,What is the lining material?,Shearling
da/da2fa49e.jpg,What is the product's brand?,206
da/da2fa49e.jpg,What color is the slipper?,Beige
da/da2fa49e.jpg,What type of shoe is it?,Slide
da/da2fa49e.jpg,What is the lining material?,Shearling
da/da2fa49e.jpg,What is the shoe's upper?,Suede
da/da2fa49e.jpg,Is it indoor or outdoor?,Both
da/da2fa49e.jpg,What is the insole's material?,Foam
da/da2fa49e.jpg,What is the product type?,Shoes
da/da2fa49e.jpg,What is the shoe style?,Union
fd/fd90d5ab.jpg,What is the brand?,206
fd/fd90d5ab.jpg,What is the product type?,Shoes
fd/fd90d5ab.jpg,What is the color?,Beige
fd/fd90d5ab.jpg,What is the fabric?,Suede
fd/fd90d5ab.jpg,What is the shoe style?,Slide
fd/fd90d5ab.jpg,What is the lining?,Shearling
37/37b87f72.jpg,What is the brand?,206
37/37b87f72.jpg,What is the color?,Beige
37/37b87f72.jpg,What is the product type?,Shoes
37/37b87f72.jpg,What is the shoe style?,Slide
37/37b87f72.jpg,What is the fabric?,Suede
8e/8ec3e4d4.jpg,What is the brand?,206
8e/8ec3e4d4.jpg,What is the shoe style?,Slide
8e/8ec3e4d4.jpg,What material is the upper?,Suede
8e/8ec3e4d4.jpg,What is the lining material?,Shearling
8e/8ec3e4d4.jpg,What type of shoe is this?,Shoes
8e/8ec3e4d4.jpg,What color are these slippers?,Chestnut
9f/9f0a96a5.jpg,What is the shoe color?,Beige
9f/9f0a96a5.jpg,What is the brand?,Amazon
9f/9f0a96a5.jpg,What is the shoe style?,Slide
9f/9f0a96a5.jpg,What is the shoe type?,Shoes
9f/9f0a96a5.jpg,What is the upper material?,Suede
9f/9f0a96a5.jpg,What is the lining?,Shearling
15/15fd10ff.jpg,What is the brand?,206
15/15fd10ff.jpg,What is the product type?,Shoes
15/15fd10ff.jpg,What is the color?,Beige
15/15fd10ff.jpg,What is the upper material?,Suede
15/15fd10ff.jpg,What is the style?,Slide
15/15fd10ff.jpg,What is the lining?,Shearling
15/15fd10ff.jpg,What is the sole material?,Rubber
d4/d4604a33.jpg,What is the brand?,Alkove
d4/d4604a33.jpg,What is the table color?,Brown
d4/d4604a33.jpg,What is the product type?,Table
d4/d4604a33.jpg,What is the table style?,Modern
d4/d4604a33.jpg,What is the frame material?,Metal
d4/d4604a33.jpg,What is the table shape?,Square
d2/d2972258.jpg,What is the table's brand?,Alkove
d2/d2972258.jpg,What shape is the table?,Rectangle
d2/d2972258.jpg,What is the table's style?,Modern
d2/d2972258.jpg,What is the table's material?,Oak
d2/d2972258.jpg,What color is the table?,Brown
d2/d2972258.jpg,What kind of table is it?,Coffee
05/05565233.jpg,What is the table's brand?,Alkove
05/05565233.jpg,What color is the table?,Brown
05/05565233.jpg,What is the table's style?,Modern
05/05565233.jpg,What material is the tabletop?,Oak
05/05565233.jpg,What shape is the table?,Square
05/05565233.jpg,What kind of product is this?,Table
92/9274e597.jpg,What is the table's brand?,Alkove
92/9274e597.jpg,What color is this table?,Brown
92/9274e597.jpg,What is the product type?,Table
92/9274e597.jpg,What is the table's style?,Modern
92/9274e597.jpg,What is the table's material?,Oak
92/9274e597.jpg,Is assembly required?,No
92/9274e597.jpg,What is the finish?,Smoked
2c/2c421769.jpg,What is the brand?,Alkove
2c/2c421769.jpg,What color is it?,Brown
2c/2c421769.jpg,What type of product?,Table
2c/2c421769.jpg,What is the style?,Modern
2c/2c421769.jpg,What is the frame material?,Metal
2c/2c421769.jpg,What shape is it?,Square
2c/2c421769.jpg,What is the top material?,Oak
b4/b4a60fda.jpg,What is the brand?,Alkove
