image_path,question,answer
4c/4c533ad7.jpg,What is the brand?,Amazon
4c/4c533ad7.jpg,What is the fabric?,Cotton
4c/4c533ad7.jpg,What is the product?,Bib
4c/4c533ad7.jpg,What is the pattern?,Fruit
4c/4c533ad7.jpg,What is the color?,Multicolor
84/840d65e6.jpg,What is the brand?,AmazonBasics
84/840d65e6.jpg,What type of product is this?,Home
84/840d65e6.jpg,How many tiers are there?,Three
84/840d65e6.jpg,What is the item's style?,Deluxe
84/840d65e6.jpg,What is its product shape?,Tower
84/840d65e6.jpg,What is the rack's color?,Gray
79/79ffdc6e.jpg,What is the brand?,AmazonBasics
79/79ffdc6e.jpg,What is the style?,Deluxe
79/79ffdc6e.jpg,What is the product type?,HOME
79/79ffdc6e.jpg,What shape is the item?,Tower
79/79ffdc6e.jpg,What is the model number?,AMAZ2001
79/79ffdc6e.jpg,How many tiers are there?,Three
79/79ffdc6e.jpg,Where was it made?,France
76/764a33b8.jpg,What is the brand?,AmazonBasics
76/764a33b8.jpg,What is the product type?,Home
76/764a33b8.jpg,What is the style?,Deluxe
76/764a33b8.jpg,What is the rack height in centimeters?,140
76/764a33b8.jpg,Is it foldable?,No
76/764a33b8.jpg,Is the rack movable?,Yes
76/764a33b8.jpg,What shape is the item?,Tower
76/764a33b8.jpg,How many tiers are there?,Three
b2/b26b4a10.jpg,What is the brand?,AmazonBasics
b2/b26b4a10.jpg,What type of product is this?,Home
b2/b26b4a10.jpg,What is the drying capacity?,Metres
b2/b26b4a10.jpg,What is the product style?,Deluxe
b2/b26b4a10.jpg,What shape is it?,Tower
b2/b26b4a10.jpg,How many tiers are there?,Three
b2/b26b4a10.jpg,What color is the rack?,White
b5/b595dd1c.jpg,What is the brand?,AmazonBasics
b5/b595dd1c.jpg,What is the style?,Deluxe
b5/b595dd1c.jpg,What is the product type?,Home
b5/b595dd1c.jpg,What is the rack's shape?,Tower
b5/b595dd1c.jpg,What is the rack's capacity in meters?,42
b5/b595dd1c.jpg,What is the rack's warranty in years?,5
b5/b595dd1c.jpg,What are the rack's wheels?,Six
71/71665e5d.jpg,What is the product's brand?,AmazonBasics
71/71665e5d.jpg,What is the product type?,Home
71/71665e5d.jpg,What style is this?,Deluxe
71/71665e5d.jpg,How many tiers does it have?,Three
71/71665e5d.jpg,Where was it made?,France
71/71665e5d.jpg,What color are the wheels?,Gray
e2/e2bb14f8.jpg,What is the brand?,Solimo
e2/e2bb14f8.jpg,What is the case's color?,Others
e2/e2bb14f8.jpg,What is the product type?,Case
e2/e2bb14f8.jpg,What is the model name?,Samsung
e2/e2bb14f8.jpg,Is it hard or soft?,Hard
e2/e2bb14f8.jpg,Is it a bumper case?,Back
ee/ee8ee952.jpg,What is the product's brand?,Solimo
ee/ee8ee952.jpg,What is the product type?,Case
ee/ee8ee952.jpg,What is the phone model?,J4
ee/ee8ee952.jpg,What is the case design?,Printed
ee/ee8ee952.jpg,What is the case style?,Hard
49/49b1b22b.jpg,What is the brand?,Solimo
49/49b1b22b.jpg,What type of case?,Back
49/49b1b22b.jpg,What is the color?,Multi
49/49b1b22b.jpg,For which model?,Samsung
49/49b1b22b.jpg,Is it printed?,Yes
49/49b1b22b.jpg,What is it made of?,Hard
66/66f3a68c.jpg,What is the brand?,Solimo
66/66f3a68c.jpg,What type of case is it?,Back
66/66f3a68c.jpg,What is the color?,Others
66/66f3a68c.jpg,Is it hard?,Yes
66/66f3a68c.jpg,What is the design?,Eight
2d/2dda0095.jpg,What is the case's color?,Others
2d/2dda0095.jpg,What is the product's type?,Case
2d/2dda0095.jpg,What is the phone brand?,Solimo
2d/2dda0095.jpg,What is the model's name?,Samsung
2d/2dda0095.jpg,Is it patterned?,Yes
2d/2dda0095.jpg,Is it 3D?,Yes
2d/2dda0095.jpg,What is it made of?,Hard
2e/2edfcd91.jpg,What brand is it?,Solimo
2e/2edfcd91.jpg,What is the case's color?,Multicolor
2e/2edfcd91.jpg,What is it made of?,Silicon
2e/2edfcd91.jpg,What phone is this for?,Nokia
2e/2edfcd91.jpg,What is the product type?,Case
2f/2f357c87.jpg,What is the brand?,Solimo
2f/2f357c87.jpg,What is the case color?,Multicolor
2f/2f357c87.jpg,What is the material?,Silicon
2f/2f357c87.jpg,What is the model name?,Nokia
2f/2f357c87.jpg,What is the product type?,Case
2f/2f357c87.jpg,What is the design?,Butterfly
85/85192c70.jpg,What is the case material?,Silicon
85/85192c70.jpg,What is the brand?,Solimo
85/85192c70.jpg,What is the phone model?,Nokia
85/85192c70.jpg,What type of case is it?,Back
85/85192c70.jpg,What is the case color?,Multicolor
37/37157509.jpg,What color is it?,Grey
37/37157509.jpg,What is the brand?,Stone
37/37157509.jpg,What is the frame material?,Wood
37/37157509.jpg,What is the product type?,Chair
37/37157509.jpg,What shape is it?,Rectangular
3e/3e537a48.jpg,What color is it?,Grey
3e/3e537a48.jpg,What is the brand?,Stone
3e/3e537a48.jpg,What is the product type?,Chair
3e/3e537a48.jpg,What is the material?,Stone
3e/3e537a48.jpg,What style is it?,Modern
9e/9e52b93c.jpg,What is the product's brand?,Stone
9e/9e52b93c.jpg,What color is the lounge?,Grey
9e/9e52b93c.jpg,What is the product type?,Chair
9e/9e52b93c.jpg,What is the leg material?,Wood
9e/9e52b93c.jpg,Is the color dark?,Yes
3d/3de60b6a.jpg,What is the brand?,Stone
3d/3de60b6a.jpg,What color is it?,Grey
3d/3de60b6a.jpg,What is the product type?,Chair
3d/3de60b6a.jpg,What is the material?,Stone
3d/3de60b6a.jpg,What style is it?,Modern
3d/3de60b6a.jpg,What is the item shape?,Lounge
2a/2af2c0cd.jpg,What is the product's color?,Grey
2a/2af2c0cd.jpg,What is the product type?,Chair
2a/2af2c0cd.jpg,What is the brand?,Stone
