image_path,question,answer
44/44b8b019.jpg,What is the case's pattern?,Leafs
44/44b8b019.jpg,What is the product's color?,Green
44/44b8b019.jpg,What is the item's brand?,Solimo
44/44b8b019.jpg,What is the case's type?,Back
44/44b8b019.jpg,Is it printed?,Yes
ee/ee8ee952.jpg,What is the brand?,Solimo
ee/ee8ee952.jpg,What is the product type?,Case
ee/ee8ee952.jpg,What is the model name?,Coolpad
ee/ee8ee952.jpg,Is it hard case?,Yes
ee/ee8ee952.jpg,What is the cover's color?,Others
49/49b1b22b.jpg,What is the product type?,Case
49/49b1b22b.jpg,What is the case pattern?,Leafs
49/49b1b22b.jpg,What is the case brand?,Solimo
49/49b1b22b.jpg,What is the case color?,Others
49/49b1b22b.jpg,What kind of print is it?,3D
66/66f3a68c.jpg,What is the item's color?,Others
66/66f3a68c.jpg,Is the back case hard?,Yes
66/66f3a68c.jpg,Is the case 3D printed?,Yes
66/66f3a68c.jpg,What type of ports are accessible?,Charging
66/66f3a68c.jpg,What is the phone brand?,Solimo
66/66f3a68c.jpg,What is the product type?,Case
9d/9dee976f.jpg,What is the brand?,Solimo
9d/9dee976f.jpg,What is the main color?,Green
9d/9dee976f.jpg,What is the product's type?,Case
9d/9dee976f.jpg,What is the cover's pattern?,Leaf
9d/9dee976f.jpg,Does it have leaves?,Yes
9d/9dee976f.jpg,Is it hard?,Yes
a0/a0dc87bb.jpg,What is the brand?,Solimo
a0/a0dc87bb.jpg,What is the phone case's color?,Others
a0/a0dc87bb.jpg,What is the phone model?,Xiaomi
a0/a0dc87bb.jpg,What is the product type?,Case
a0/a0dc87bb.jpg,Is it multi-colored?,Yes
a0/a0dc87bb.jpg,Is it 3D?,Yes
ee/ee8ee952.jpg,What is the product brand?,Solimo
ee/ee8ee952.jpg,What is the product color?,Others
ee/ee8ee952.jpg,What is the product type?,Case
ee/ee8ee952.jpg,What is it printed?,3D
ee/ee8ee952.jpg,What shape is it?,Hard
ee/ee8ee952.jpg,For which model?,Redmi
49/49b1b22b.jpg,What brand is this?,Solimo
49/49b1b22b.jpg,What type is it?,Case
49/49b1b22b.jpg,What is it printed?,3D
49/49b1b22b.jpg,What is its color?,Others
49/49b1b22b.jpg,Is it hard?,Yes
49/49b1b22b.jpg,Is it slim?,Yes
49/49b1b22b.jpg,What is its design?,Randam
62/6238cbae.jpg,What is the brand?,Solimo
62/6238cbae.jpg,What type of print is it?,3D
62/6238cbae.jpg,What is the product type?,Case
62/6238cbae.jpg,What shape is it?,Rectangular
62/6238cbae.jpg,What is the color?,Others
62/6238cbae.jpg,What phone is it for?,Redmi
66/66f3a68c.jpg,What is the product's brand? ,Solimo
66/66f3a68c.jpg,What type of case is this? ,Hard
66/66f3a68c.jpg,What is the case's color? ,Others
66/66f3a68c.jpg,What kind of print is it? ,3D
66/66f3a68c.jpg,What is the product type? ,Case
66/66f3a68c.jpg,What is the case style?,Back
66/66f3a68c.jpg,For which phone is this case?,Redmi
3c/3c5b50ef.jpg,What brand is this?,Solimo
3c/3c5b50ef.jpg,What is the case's color?,Multicolor
3c/3c5b50ef.jpg,What is the case material?,Silicon
3c/3c5b50ef.jpg,What is the pattern?,Butterflies
3c/3c5b50ef.jpg,What is the product type?,Case
3c/3c5b50ef.jpg,What is the phone model?,Mega
2f/2f357c87.jpg,What brand is this?,Solimo
2f/2f357c87.jpg,What is the case's material?,Silicon
2f/2f357c87.jpg,What is the design's pattern?,Butterflies
2f/2f357c87.jpg,What is the product type?,Case
2f/2f357c87.jpg,What is the phone model?,Mega
2f/2f357c87.jpg,What is the case's color?,Multicolor
85/85192c70.jpg,What brand is this?,Solimo
85/85192c70.jpg,What is the case's color?,Multicolor
85/85192c70.jpg,What is the case material?,Silicon
85/85192c70.jpg,What is the pattern?,Butterflies
85/85192c70.jpg,What is the phone model?,Mega
85/85192c70.jpg,What is the product type?,Case
85/85192c70.jpg,What is the side's color?,Transparent
02/028022f2.jpg,What is the brand?,Solimo
02/028022f2.jpg,What is the main color?,Multicolor
02/028022f2.jpg,What is the case material?,Plastic
02/028022f2.jpg,What is the phone model?,Poco
02/028022f2.jpg,What type of case is it?,Cellular
02/028022f2.jpg,Is it hard or soft?,Hard
02/028022f2.jpg,What is the case pattern?,Printed
d8/d87e51cf.jpg,What is the brand?,Solimo
d8/d87e51cf.jpg,What is it made of?,Plastic
d8/d87e51cf.jpg,What is the color?,Multicolor
d8/d87e51cf.jpg,What type of case?,Hard
d8/d87e51cf.jpg,Is it for Poco X2?,Yes
d8/d87e51cf.jpg,What is the product?,Case
2a/2af5eb88.jpg,What is the brand?,Solimo
2a/2af5eb88.jpg,What is the main color?,Multicolor
2a/2af5eb88.jpg,What is it made of?,Plastic
2a/2af5eb88.jpg,What is the model name?,Poco
2a/2af5eb88.jpg,What type of case?,Cellular
2a/2af5eb88.jpg,Is it hard?,Yes
36/36cae1bf.jpg,What is the brand?,Solimo
36/36cae1bf.jpg,What is the material?,Plastic
36/36cae1bf.jpg,What is the model name?,Poco
36/36cae1bf.jpg,What type of case is this?,Phone
36/36cae1bf.jpg,What is the main color?,Multi
0a/0a3cf249.jpg,What is the brand?,Solimo
0a/0a3cf249.jpg,What is the case color?,Multicolor
0a/0a3cf249.jpg,What is the case material?,Plastic
0a/0a3cf249.jpg,What phone is it for?,X2
0a/0a3cf249.jpg,What is the cover design?,Printed
01/01bd5c1d.jpg,What is the case's pattern?,Rangolis
01/01bd5c1d.jpg,What is the brand?,Solimo
01/01bd5c1d.jpg,What is the cover's color?,Others
01/01bd5c1d.jpg,What is the product type?,Case
01/01bd5c1d.jpg,Is it a hard case?,Yes
01/01bd5c1d.jpg,Is it 3D printed?,Yes
01/01bd5c1d.jpg,What shape is the flower?,Star
ee/ee8ee952.jpg,What is the brand?,Solimo
ee/ee8ee952.jpg,What type of case?,Back
ee/ee8ee952.jpg,Is it printed?,Yes
ee/ee8ee952.jpg,What is the cover for?,Mobile
ee/ee8ee952.jpg,Is it hard?,Yes
ee/ee8ee952.jpg,Is it 3D?,Yes
49/49b1b22b.jpg,What is the brand?,Solimo
49/49b1b22b.jpg,What type of case is this?,Back
49/49b1b22b.jpg,What is the case's color?,Others
49/49b1b22b.jpg,What is the product type?,Case
49/49b1b22b.jpg,Is it 3D printed?,Yes
66/66f3a68c.jpg,What is the product brand?,Solimo
66/66f3a68c.jpg,What type of product is this?,Case
66/66f3a68c.jpg,What is the case's color?,Others
66/66f3a68c.jpg,What is the case's pattern?,Rangolis
66/66f3a68c.jpg,Is it hard or soft?,Hard
66/66f3a68c.jpg,Is it a 2D or 3D case?,3D
66/66f3a68c.jpg,What phone is this for?,Samsung
46/464be777.jpg,What is the brand?,Solimo
46/464be777.jpg,What is the product type?,Case
46/464be777.jpg,What is the color?,Others
46/464be777.jpg,Is it patterned?,Yes
46/464be777.jpg,Is it 3D?,Yes
46/464be777.jpg,What is the pattern?,Rangolis
46/464be777.jpg,Is it slim?,Yes
46/464be777.jpg,What is it made of?,Hard
fc/fc8a2b99.jpg,What is the brand?,Solimo
fc/fc8a2b99.jpg,What is the main color?,Multicolor
fc/fc8a2b99.jpg,What is the phone model?,X2
fc/fc8a2b99.jpg,What is the product type?,Case
fc/fc8a2b99.jpg,What is the style?,Colorful
fc/fc8a2b99.jpg,What is the item pattern?,Triangle
fc/fc8a2b99.jpg,What is the item shape?,Triangle
6d/6d74205b.jpg,What is the brand?,Solimo
6d/6d74205b.jpg,What is the phone model?,X2
6d/6d74205b.jpg,What is the cover color?,Multicolor
6d/6d74205b.jpg,What is the product type?,Case
6d/6d74205b.jpg,Is the design colorful?,Yes
6d/6d74205b.jpg,What is the case pattern?,Triangle
6d/6d74205b.jpg,Are the sides transparent?,Yes
8a/8a77a09e.jpg,What is the brand?,Solimo
8a/8a77a09e.jpg,What is the phone model?,Poco
8a/8a77a09e.jpg,What is the case style?,Colorful
8a/8a77a09e.jpg,What is the case color?,Multi-colored
8a/8a77a09e.jpg,What is the product type?,Case
8a/8a77a09e.jpg,Is the case design printed?,Yes
87/87dfb91d.jpg,What is the brand?,Solimo
87/87dfb91d.jpg,What is the phone model?,X2
87/87dfb91d.jpg,What is the case's style?,Colorful
87/87dfb91d.jpg,What is the main color?,Multi-colored
87/87dfb91d.jpg,What type of case is it?,Back
5a/5abe2709.jpg,What color is it?,Black
5a/5abe2709.jpg,What is the brand?,Solimo
5a/5abe2709.jpg,What is it made of?,Leather
5a/5abe2709.jpg,What type of case is it?,Flip
5a/5abe2709.jpg,Is it detachable?,Yes
5a/5abe2709.jpg,Is it magnetic?,Yes
5a/5abe2709.jpg,What shape is it?,Rectangular
4d/4d04b3ab.jpg,What color is it?,Black
4d/4d04b3ab.jpg,What is the brand?,Solimo
4d/4d04b3ab.jpg,What is it made of?,Leather
4d/4d04b3ab.jpg,What is the product type?,Case
4d/4d04b3ab.jpg,Is there a clasp?,Yes
4d/4d04b3ab.jpg,Is this a flip case?,Yes
b5/b5eb2e2c.jpg,What color is the cover?,Black
b5/b5eb2e2c.jpg,What is the brand?,Solimo
b5/b5eb2e2c.jpg,What is it made of?,Leather
b5/b5eb2e2c.jpg,What type of case is this?,Flip
b5/b5eb2e2c.jpg,Is it magnetic?,Yes
b5/b5eb2e2c.jpg,Is it detachable?,Yes
70/70021c3e.jpg,What color is it?,Black
70/70021c3e.jpg,What is the material?,Leather
70/70021c3e.jpg,What is the type?,Flip
70/70021c3e.jpg,What is the brand?,Solimo
70/70021c3e.jpg,What is the closure type?,Magnetic
d6/d6ce555b.jpg,What color is it?,Black
d6/d6ce555b.jpg,What is the brand?,Solimo
d6/d6ce555b.jpg,What is it made of?,Leather
d6/d6ce555b.jpg,What type is it?,Flip
d6/d6ce555b.jpg,Is it detachable?,Yes
d6/d6ce555b.jpg,Is it magnetic?,Yes
d6/d6ce555b.jpg,Is it for Vivo?,Yes
1b/1b8e2421.jpg,What is the product brand?,Vedaka
1b/1b8e2421.jpg,What is the product?,Clove
1b/1b8e2421.jpg,What is product type?,Herb
1b/1b8e2421.jpg,What is the item weight?,100g
1b/1b8e2421.jpg,Are artificial colors present?,No
1b/1b8e2421.jpg,What are these?,Spices
1b/1b8e2421.jpg,Is this organic?,No
48/48653eec.jpg,What is the product type?,Herb
48/48653eec.jpg,What is the brand?,Vedaka
48/48653eec.jpg,What is the item in the spoon?,Cloves
48/48653eec.jpg,What is the item weight?,100g
