image_path,question,answer
66/66f3a68c.jpg,Is it for phone?,Yes
b8/b83a4dec.jpg,What is it made of?,Polyester
15/150d1b4b.jpg,What is added?,Salt
82/82ce5c4a.jpg,What is the boot's color?,Brown
cf/cfbdad19.jpg,What is the insole made of?,Foam
da/da8d9759.jpg,What is the product type?,Shoes
ba/ba04145b.jpg,What is the product type?,Hair_iron
65/651b51e0.jpg,What is the product brand?,Solimo
6d/6d4d11cb.jpg,Is it a hard case?,Yes
f1/f1efde1e.jpg,What color is it?,Red
d8/d89025e7.jpg,Is it multicolored?,Yes
0a/0a17a41b.jpg,What is the item's design?,Jeans
15/1551e4e7.jpg,What is the style?,Solo
26/262668e7.jpg,What is the fit?,Snug
4b/4bb39ccd.jpg,Is it patterned?,Yes
ab/ab639421.jpg,What is the model name?,Drepy-010
40/4042b4e5.jpg,What is the style?,Professional
25/255797b1.jpg,Is it a knife?,Yes
d9/d909853d.jpg,What kind of toe?,Open
43/43fb0da7.jpg,What is the product type?,Headboard
d9/d95b15c4.jpg,What is the product type?,Chair
85/85192c70.jpg,What is the case brand?,Solimo
a3/a32fbfc1.jpg,What is the material?,Steel
31/31b8fb74.jpg,Is the case patterned?,Yes
2f/2f357c87.jpg,What is the brand?,Solimo
69/69e5a307.jpg,What is the brand name?,Solimo
d8/d89025e7.jpg,What type is it?,Case
ba/ba08c81b.jpg,What is the model?,M-2639
9e/9e719dea.jpg,What is the product type?,Planter
4a/4ac69ba7.jpg,What is the case's material?,Plastic
d4/d4194619.jpg,What is the phone model?,Nokia
40/40e4c876.jpg,What is the product type?,Case
7a/7affbfc4.jpg,What is the design?,Duck
1f/1f0604b8.jpg,What kind of fruit is visible?,Apple
20/20fe5707.jpg,What brand is this case?,Solimo
7b/7b2b65b2.jpg,Is it printed?,Yes
ee/ee8ee952.jpg,What is the case pattern?,Paint
48/48e3716e.jpg,What is the type?,Agent
20/20533b83.jpg,Does it contain Vitamins?,Yes
99/99cb90cb.jpg,What is the case color?,Multicolor
b1/b1c48a2e.jpg,What is the brand?,Solimo
9b/9bbfa0a6.jpg,What is the model name?,119al0700
be/bef67d6a.jpg,Is the caramel organic?,Yes
d6/d6c2b97b.jpg,What is the brand?,Amazon
7a/7a115dee.jpg,Is it a hard case?,Yes
57/57ff273b.jpg,What is the product's fabric?,Polyester
d2/d21c6a8c.jpg,What is the cover's color?,Others
2f/2f357c87.jpg,What is the brand of the case?,Solimo
54/5434eb80.jpg,Is the product scented?,No
63/6385fc8b.jpg,What are these items?,Sheets
1f/1ff2a058.jpg,What is the primary material?,Hardwood
9e/9e29b7bd.jpg,What is the brand?,AmazonBasics
59/59fc2bfa.jpg,What brand is this?,Solimo
ee/ee8ee952.jpg,What is the model name?,Z3
4d/4db38350.jpg,What is the brand?,Classic
95/95faf613.jpg,Is it stretchy?,Yes
0f/0f708010.jpg,What are the uppers made of?,Leather
97/97737d16.jpg,What is the shade's color?,Beige
ec/ec1a85f9.jpg,What kind of print is it?,3D
47/47f0c738.jpg,What is it made of?,Plastic
81/815629aa.jpg,Is it patterned?,Yes
49/49b1b22b.jpg,What is the main color?,Others
93/93adb4d2.jpg,What is the main material?,Silicon
0f/0f9b2fb7.jpg,What type of hat is it?,HAT
97/9721720a.jpg,What is the pattern?,Alphabet
91/9133ec1a.jpg,Is the case 3D?,Yes
47/47f0c738.jpg,What brand is this?,Solimo
dc/dcc0ec52.jpg,What is the brand?,Stone
ba/ba31bf61.jpg,What is it?,Case
71/7186d953.jpg,What is the brand?,Presto
2f/2f357c87.jpg,What is the design?,Stars
02/028433b9.jpg,What is the bottle's color?,Clear
b7/b702626a.jpg,What is the brand name?,UMI
49/499777aa.jpg,What is the rug's primary color?,Blue
6a/6a234988.jpg,Is it organic?,Yes
6e/6e2d3a1a.jpg,Is it hard?,Yes
2a/2af5eb88.jpg,Is it a hard case?,Yes
18/186bcda9.jpg,What is the product type?,Case
ee/ee8ee952.jpg,Is this product hard?,Yes
67/67e9f4b6.jpg,What is the material?,Canvas
f9/f9dae469.jpg,Is it for InFocus?,Yes
ee/ee8ee952.jpg,What is the model name?,Samsung
69/69cc9464.jpg,Is there a pattern?,Stripes
d4/d4f1bf09.jpg,What is the brand?,Solimo
ee/ee8ee952.jpg,Is it hard or soft?,Hard
17/17c11f17.jpg,What brand is this?,Solimo
11/11c702f7.jpg,What is the table's color?,Black
48/48c5c155.jpg,What is the brand?,Strathwood
85/85192c70.jpg,What type of product is this?,Case
5e/5eb23cc6.jpg,What is the brand?,365
c5/c5ec8a4f.jpg,What is the brand?,Solimo
a8/a808c5c5.jpg,What is the case's color?,Multi-colored
ee/ee8ee952.jpg,What is the color?,Others
a4/a4e31c31.jpg,What is the case's color?,Multicolor
d1/d14e8115.jpg,What is the main color?,Others
ee/ee8ee952.jpg,What is the brand?,Solimo
e5/e566c065.jpg,What is the product type?,Ring
ee/ee8ee952.jpg,What type is it?,Case
e6/e66e27a6.jpg,What is the pattern?,Random
20/20542211.jpg,What is the case's color?,Others
f6/f6e24304.jpg,What is the main color?,Multi
68/68c16b36.jpg,What is the material?,Textile
ef/efe239f8.jpg,What is the color?,Purple
4b/4bf8b9e1.jpg,What is the shoe's color?,Blue
ee/ee8ee952.jpg,What is the cover's color?,Others
2f/2f357c87.jpg,What is the design?,Butterflies
ae/aed8a704.jpg,What is the color?,Tan
2f/2f357c87.jpg,What is the brand?,Solimo
15/15eedec5.jpg,What is the brand?,ROSSINI
47/47f0c738.jpg,What is the brand name?,Solimo
0c/0c3f3bb6.jpg,What kind of product is this?,Tea
aa/aa07fd1e.jpg,What is the style?,Finch
c0/c0353dbb.jpg,What is the brand?,Stone
d8/d87e51cf.jpg,For which phone is it?,Samsung
ee/ee8ee952.jpg,Is it colorful?,Yes
f8/f8e92156.jpg,Is it covering face?,Yes
ca/ca1fffb7.jpg,What case material is it?,Silicon
cf/cf2e1217.jpg,What shape is this item?,Square
ee/ee8ee952.jpg,What is the item for?,Phone
0c/0c344a5b.jpg,What is the sheet set's fabric?,Cotton
