image_path,question,answer, answer
b9/b9b8b3aa.jpg,What's the design on case?,Smiley,
42/4274251c.jpg,What is the closure?,Slip,
e2/e2a848d0.jpg,What is the model name?,Arbor_hs01,
ee/ee8ee952.jpg,What is the product type?,Case,
38/38e03cfb.jpg,What is the color?,Others,
3d/3d088b1b.jpg,What is the product type?,Case,
9d/9d3cd2d4.jpg,What is the case's brand?,Solimo,
05/05f1e194.jpg,What is the fabric?,Suede,
8e/8e4aea6a.jpg,What is the color?,Others,
86/86867320.jpg,What shape are the earrings?,Round,
be/be33a33c.jpg,What is the model?,Infinix,
11/110bd8ee.jpg,What is the brand?,Drop,
6a/6a50b2d7.jpg,What is the pattern?,Alphabet,
01/01c4304b.jpg,What is it made of?,Mesh,
88/880e3c92.jpg,What is the primary material?,Suede,
b9/b94271de.jpg,What is the brand?,Essentials,
2f/2f357c87.jpg,What is the material?,TPU,
7a/7af2c80b.jpg,What are the legs?,Steel,
ca/ca31f4b5.jpg,What is the brand?,UMI,
49/49d782f1.jpg,What is it?,Suitcase,
bb/bb5b6d74.jpg,What is the product type?,Case,
81/8196a7c8.jpg,How many blades?,Four,
49/49b1b22b.jpg,Does it cut the logo?,Yes,
cb/cb7dde53.jpg,What is the product type?,Conditioner,
77/77e17ef1.jpg,What percent of germs does it kill?,99.9,
87/87a1d7b5.jpg,What is the brand?,Solimo,
47/47f0c738.jpg,What is the case color?,Multi,
4f/4fde6cfd.jpg,What is the case's color?,Multicolor,
86/86d024b1.jpg,What is the product's brand?,365,
fc/fcd9ab97.jpg,What is the color?,Brown,
f6/f6233bd0.jpg,What kind of case is it?,Hard,
13/139c1359.jpg,What is the brand?,Solimo,
0c/0c59bbf2.jpg,What is the base material?,Marble,
53/53ffd868.jpg,What is the item's type?,Case,
66/66f3a68c.jpg,What is the item type?,Case,
26/2690a7a6.jpg,What brand is this?,find,
d2/d21cde37.jpg,What is the brand?,Solimo,
1d/1da7ddec.jpg,What is the phone case color?,Multicolor,
66/66f3a68c.jpg,Is it a hard case?,Yes,
00/00aa097d.jpg,Is it a case?,Yes,
e6/e66223b5.jpg,What type is it?,Outdoor,
c0/c0a539de.jpg,Is it a panel?,Yes,
0c/0c3ed33c.jpg,What kind of rug is it?,Area,
cc/ccdca774.jpg,What material is it?,Leather,
9b/9b423fff.jpg,What is the product type?,Case,
b7/b72b0cdd.jpg,What color is it?,Multicolor,
87/87c06fc7.jpg,What is the model?,Addison,
66/66ed554f.jpg,What is the style?,Pattern,
77/77e17ef1.jpg,Is it fragrance free?,Yes,
5a/5a32b52f.jpg,Does this milk contain vitamin?,Yes,
d8/d89025e7.jpg,What is the primary material?,Plastic,
7e/7edcedf3.jpg,What is the brand?,Solimo,
06/0681abfb.jpg,What is the material?,Steel,
a7/a7631cab.jpg,What is the phone's model?,OnePlus,
b6/b6c010df.jpg,What is the style?,Pair,
da/da8ef29c.jpg,What is item shape?,Rectangular,
49/49b1b22b.jpg,What is the cover's color?,Others,
08/08f62131.jpg,What is the product type?,Grocery,
1d/1dbc184e.jpg,What is the shoe fabric?,Suede,
